study_id,title,description,minAge,maxAge,minGPA,cooldownDays,active,created_at,updated_at
acfe4f5a-43b2-4b6a-ae76-527d6fc5361a,Affect & Emotion via Behavioral Game,This learning & education study uses a A/B usability test with first-year students. It aims to quantify decision speed under time pressure. Approx. 30 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.7,0,False,2027-01-03T19:11:29,2027-04-05T06:43:43
4cae098f-6e84-4a92-b0ee-286783d1a78e,Human Factors: Assess the impact of sleep duration on recall,This mental health study uses a behavioral game with habitual nappers. It aims to quantify decision speed under time pressure. Approx. 45 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.3,21,True,2025-12-07T17:21:57,2026-03-08T06:29:14
f5b4dfbc-6b3f-464e-a75b-0db5a74a41f6,Compare different feedback strategies on learning (Decision Making),This attention & perception study uses a lab-based task with STEM majors. It aims to compare different feedback strategies on learning. Approx. 45 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.7,14,True,2026-04-02T09:39:41,2026-05-18T06:13:01
41f9e810-d00e-4f90-9634-324b46904892,Cognitive Psychology via Eeg Session,This exercise science study uses a behavioral game with undergraduates. It aims to understand bilingual lexical access. Approx. 90 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.3,21,False,2026-08-12T15:11:03,2026-09-25T21:32:33
eb49d6c4-d2c8-4996-bcbd-c39f3ede53f9,Exercise Science: Model social conformity behavior,This social behavior study uses a online survey with early risers. It aims to study effects of nutrition on reaction time. Approx. 45 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.5,0,False,2026-06-05T13:08:14,2026-06-13T06:16:03
83e33369-a88d-403c-b5da-c854bdedaf78,Human-Computer Interaction: Compare different feedback strategies on learning,This usability testing study uses a interview session with heavy social media users. It aims to evaluate UI learnability. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.0,0,True,2025-11-11T12:24:04,2025-12-10T05:43:13
b1e06894-1e5b-487b-b869-ea993c363b3c,Affect & Emotion – Test usability of a new mobile interface,This exercise science study uses a interview session with STEM majors. It aims to study effects of nutrition on reaction time. Approx. 45 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,60,2.0,30,True,2027-01-10T14:30:41,2027-06-30T18:01:16
0e80a353-36ce-41ed-beb7-f573c4f46ae3,Motivation & Goals via Behavioral Game,This exercise science study uses a eye-tracking study with heavy social media users. It aims to evaluate UI learnability. Approx. 30 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.7,14,False,2025-12-11T17:35:45,2026-02-13T01:49:56
ccfac73b-0508-4d29-9112-5c1423d3e559,Study effects of nutrition on reaction time (Language Processing),This affect & emotion study uses a interview session with heavy social media users. It aims to understand bilingual lexical access. Approx. 35 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.3,7,True,2025-10-17T14:00:21,2026-01-24T13:00:42
425e8034-e945-4ed4-8c3f-7ffec601d280,Human-Computer Interaction: Evaluate UI learnability,This exercise science study uses a online survey with bilingual speakers. It aims to compare different feedback strategies on learning. Approx. 35 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,14,True,2026-12-13T07:48:55,2027-03-27T00:16:33
853077bf-aab8-41ea-8ff0-29826fc06d1d,Understand bilingual lexical access (Learning & Education),This affect & emotion study uses a lab-based task with habitual nappers. It aims to test usability of a new mobile interface. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.0,21,False,2026-09-10T10:20:48,2027-02-26T13:51:36
73d7e65e-5818-4096-888b-b7135aebd7c0,Neuroscience: Study effects of nutrition on reaction time,This mental health study uses a A/B usability test with STEM majors. It aims to test usability of a new mobile interface. Approx. 30 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,55,3.2,0,True,2026-05-08T16:29:52,2026-06-10T05:09:15
e5e2d301-273c-42f3-b51d-a7540bfded52,Decision Making: Compare different feedback strategies on learning,This social behavior study uses a A/B usability test with heavy social media users. It aims to evaluate UI learnability. Approx. 90 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,14,True,2026-01-16T21:13:12,2026-06-10T16:32:13
9d34258b-f6f8-430e-a267-aa746447d5bd,Human-Computer Interaction via Reaction-Time Task,This social behavior study uses a mobile app diary with general adults. It aims to evaluate UI learnability. Approx. 75 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.5,30,True,2026-02-25T01:12:32,2026-05-07T02:59:23
b96801a5-37fc-4fab-a65f-fadfa6429c7a,Usability Testing – Compare different feedback strategies on learning,This motivation & goals study uses a behavioral game with competitive athletes. It aims to study effects of nutrition on reaction time. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.7,14,True,2027-01-10T05:20:03,2027-06-11T07:46:00
e5b4b536-351c-4dc1-9cc9-d0d57a222f90,Human-Computer Interaction via A/B Usability Test,This motivation & goals study uses a EEG session with bilingual speakers. It aims to evaluate UI learnability. Approx. 75 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,65,2.5,7,False,2025-11-14T18:48:18,2026-01-11T04:51:42
185f4118-dd28-4323-a5d2-4b4b348dc8e7,Exercise Science via A/B Usability Test,This learning & education study uses a behavioral game with general adults. It aims to study effects of nutrition on reaction time. Approx. 90 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,45,2.5,30,True,2025-12-09T16:49:48,2026-05-19T14:37:07
001d7937-485e-4c2b-aec8-d05562d07dca,Analyze eye movements during reading (Motivation & Goals),This nutrition & performance study uses a reaction-time task with first-year students. It aims to evaluate UI learnability. Approx. 20 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,60,3.2,0,True,2026-04-07T09:58:38,2026-05-06T08:48:06
c1bc3fc3-f458-4cf8-a1b3-1dae04126d2f,Affect & Emotion via A/B Usability Test,This motivation & goals study uses a VR interaction task with bilingual speakers. It aims to quantify decision speed under time pressure. Approx. 20 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,55,3.0,21,False,2026-08-22T21:57:41,2026-12-08T00:01:26
984cc6db-70eb-4400-9c32-f733ee07cec0,Study effects of nutrition on reaction time (Nutrition & Performance),This neuroscience study uses a A/B usability test with STEM majors. It aims to model social conformity behavior. Approx. 20 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.7,21,True,2026-10-10T11:01:22,2026-12-06T08:32:36
167b64af-0001-49fe-9ac5-2a32a2b11435,Human Factors – Quantify decision speed under time pressure,This usability testing study uses a interview session with heavy social media users. It aims to compare different feedback strategies on learning. Approx. 20 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,45,2.5,0,False,2026-03-25T08:05:35,2026-06-26T05:12:52
fea03f4c-8956-4508-b3f3-d2f9cf00ce73,Measure short-term memory accuracy (Human Factors),This affect & emotion study uses a behavioral game with first-year students. It aims to measure short-term memory accuracy. Approx. 45 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,21,45,2.0,7,True,2026-06-03T12:18:02,2026-06-28T22:56:31
449a23dc-3dbe-44b6-9e92-f97687215d2f,Analyze eye movements during reading (Human Factors),This mental health study uses a mobile app diary with competitive athletes. It aims to study effects of nutrition on reaction time. Approx. 45 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.5,14,False,2026-01-23T17:39:14,2026-03-18T13:59:14
365ccad6-2734-4267-9961-dcee96b72805,Neuroscience via A/B Usability Test,This motivation & goals study uses a lab-based task with competitive athletes. It aims to understand bilingual lexical access. Approx. 60 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.0,0,False,2025-11-30T05:47:01,2026-05-12T20:34:04
4fa69500-713d-4219-ab83-ae55bd2e5f27,Neuroscience via Interview Session,This usability testing study uses a eye-tracking study with habitual nappers. It aims to analyze eye movements during reading. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,3.0,7,False,2026-05-29T16:40:42,2026-06-02T20:44:13
3f548bff-cbd5-4435-8a01-f019d683d3d7,Study effects of nutrition on reaction time (Learning & Education),This social behavior study uses a A/B usability test with first-year students. It aims to quantify decision speed under time pressure. Approx. 30 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,45,2.7,21,False,2026-01-12T05:15:53,2026-04-10T00:39:51
71f0b228-8e46-4c47-b111-ce1f3fad51bf,Mental Health – Evaluate UI learnability,This nutrition & performance study uses a VR interaction task with first-year students. It aims to quantify decision speed under time pressure. Approx. 35 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,3.0,7,True,2027-02-21T11:29:57,2027-05-02T12:27:31
7b1696b3-7820-4f83-abd7-56163e6a65c8,Motivation & Goals via Eye-Tracking Study,This attention & perception study uses a behavioral game with STEM majors. It aims to evaluate UI learnability. Approx. 20 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,3.2,30,True,2026-08-27T22:37:08,2026-12-12T18:52:26
78de1ea6-6a96-4e07-bff8-a6b4738e8d00,Learning & Education – Evaluate UI learnability,This usability testing study uses a VR interaction task with competitive athletes. It aims to compare different feedback strategies on learning. Approx. 35 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.3,14,True,2027-03-13T10:10:01,2027-04-16T21:52:41
3e191add-2929-43db-9e81-e6b827bc61a8,Attention & Perception via Reaction-Time Task,This nutrition & performance study uses a reaction-time task with early risers. It aims to model social conformity behavior. Approx. 20 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.7,30,False,2026-03-13T22:59:16,2026-07-11T08:47:11
13cbe2a9-12bd-4c4e-9649-fea8b4f520c3,Human-Computer Interaction – Understand bilingual lexical access,This motivation & goals study uses a interview session with night owls. It aims to evaluate UI learnability. Approx. 20 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,45,3.0,21,False,2026-01-13T20:41:07,2026-01-30T09:35:20
97ce5e10-3f14-4aa6-8ddd-2457174de813,Understand bilingual lexical access (Sleep & Memory),This cognitive psychology study uses a interview session with early risers. It aims to evaluate UI learnability. Approx. 45 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.3,14,True,2026-12-07T14:54:40,2027-04-17T05:44:04
6013bc29-5987-49da-8d3a-d0279c73aa9a,Understand bilingual lexical access (Exercise Science),This cognitive psychology study uses a interview session with undergraduates. It aims to model social conformity behavior. Approx. 60 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,45,2.5,30,True,2026-01-24T05:07:13,2026-03-14T14:10:43
6dbb733b-8d17-4f51-b2a8-cc0d73e5454c,Social Behavior – Measure short-term memory accuracy,This nutrition & performance study uses a mobile app diary with graduate students. It aims to compare different feedback strategies on learning. Approx. 60 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,65,2.3,21,True,2026-06-14T15:29:20,2026-07-30T18:58:44
18c0fbd8-5234-4e0a-9adc-1d6e790a1fff,Decision Making – Evaluate UI learnability,This language processing study uses a behavioral game with graduate students. It aims to study effects of nutrition on reaction time. Approx. 45 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.3,0,True,2025-12-03T00:48:24,2026-04-16T10:11:30
c19d7254-68ba-4bb9-9617-953662eca87c,Cognitive Psychology: Measure short-term memory accuracy,This mental health study uses a lab-based task with general adults. It aims to test usability of a new mobile interface. Approx. 20 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.3,0,False,2026-12-06T05:45:13,2027-04-29T19:24:03
75023c6a-f915-463b-bc5e-f81144e6cd12,Sleep & Memory – Assess the impact of sleep duration on recall,This social behavior study uses a reaction-time task with bilingual speakers. It aims to quantify decision speed under time pressure. Approx. 90 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,60,2.5,21,False,2026-02-05T20:41:27,2026-06-15T02:06:37
8065ae34-a21a-428d-a270-31342bdd11a4,Affect & Emotion: Understand bilingual lexical access,This nutrition & performance study uses a VR interaction task with habitual nappers. It aims to model social conformity behavior. Approx. 75 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,55,3.0,21,True,2026-01-19T14:07:06,2026-06-25T02:24:09
55bd8a94-595e-4755-83eb-9793639d33fb,Affect & Emotion – Compare different feedback strategies on learning,This nutrition & performance study uses a reaction-time task with graduate students. It aims to assess the impact of sleep duration on recall. Approx. 35 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,55,3.2,21,True,2026-08-01T00:24:46,2026-08-11T13:27:31
d2ffa84a-7664-4248-b751-f6e67c40e550,Human-Computer Interaction: Understand bilingual lexical access,This sleep & memory study uses a mobile app diary with heavy social media users. It aims to understand bilingual lexical access. Approx. 75 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,21,55,2.0,7,True,2026-02-21T19:45:41,2026-05-07T18:33:56
701dcb96-ef29-46ea-a8f6-40665b7cce28,Human Factors – Compare different feedback strategies on learning,This sleep & memory study uses a behavioral game with undergraduates. It aims to quantify decision speed under time pressure. Approx. 35 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,65,2.3,14,False,2025-11-02T19:25:41,2026-03-17T20:56:37
a98904fd-36ba-4bc7-8977-a4e8ed922268,Learning & Education via Lab-Based Task,This neuroscience study uses a online survey with heavy social media users. It aims to measure short-term memory accuracy. Approx. 35 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,55,2.3,30,True,2027-03-06T09:46:00,2027-06-26T04:16:33
28f6aa7e-cb48-499b-a07f-e1b511b5e7d9,Social Behavior: Model social conformity behavior,This learning & education study uses a lab-based task with early risers. It aims to assess the impact of sleep duration on recall. Approx. 75 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.7,21,True,2027-01-31T10:18:55,2027-07-06T10:52:58
4a5a0d0d-1a17-4cf6-ac34-8530486d9484,Human-Computer Interaction: Assess the impact of sleep duration on recall,This decision making study uses a online survey with bilingual speakers. It aims to model social conformity behavior. Approx. 30 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,55,2.3,21,True,2026-01-09T00:54:33,2026-06-11T09:52:19
05d40600-2052-4471-ac3f-a7bc0b5cff2b,Understand bilingual lexical access (Language Processing),This learning & education study uses a VR interaction task with night owls. It aims to measure short-term memory accuracy. Approx. 45 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,65,2.0,7,False,2026-10-05T05:00:54,2026-12-09T02:51:54
8839bdde-2805-4496-b662-ad445e4d6fa8,Cognitive Psychology – Measure short-term memory accuracy,This exercise science study uses a eye-tracking study with graduate students. It aims to quantify decision speed under time pressure. Approx. 20 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.0,30,True,2026-04-08T05:29:27,2026-09-29T19:59:20
c1e08835-837b-4a09-87ad-65bee5c6b798,Study effects of nutrition on reaction time (Decision Making),This language processing study uses a lab-based task with graduate students. It aims to assess the impact of sleep duration on recall. Approx. 20 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,55,2.0,0,True,2025-12-14T22:19:04,2026-01-12T06:38:32
2639b98a-76a3-4315-9981-6db4b79f2372,Human-Computer Interaction: Evaluate UI learnability,This sleep & memory study uses a eye-tracking study with night owls. It aims to model social conformity behavior. Approx. 45 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,0,True,2026-10-17T04:08:38,2026-12-04T11:48:19
540e8e41-b8be-4e55-9c4e-08ac65c5fa1c,Neuroscience: Understand bilingual lexical access,This exercise science study uses a mobile app diary with habitual nappers. It aims to model social conformity behavior. Approx. 45 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.3,7,False,2026-10-18T16:57:59,2026-11-04T01:10:01
cdfa8003-947c-4061-b689-0fe24c7a1233,Social Behavior – Model social conformity behavior,This cognitive psychology study uses a behavioral game with graduate students. It aims to understand bilingual lexical access. Approx. 60 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.0,14,True,2027-03-06T20:54:15,2027-03-23T11:49:44
29cb80c2-c45a-4beb-934a-1b95e1596a58,Evaluate UI learnability (Cognitive Psychology),This mental health study uses a online survey with general adults. It aims to assess the impact of sleep duration on recall. Approx. 20 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,45,2.5,21,False,2025-12-22T22:17:24,2026-02-18T21:09:54
c2a9e208-7ce3-4854-9fcf-8b1f81c01242,Human-Computer Interaction: Test usability of a new mobile interface,This cognitive psychology study uses a behavioral game with first-year students. It aims to compare different feedback strategies on learning. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,65,3.0,7,True,2027-01-09T19:51:00,2027-03-15T08:24:59
916d8fc4-5f49-40bd-8670-baaca58768eb,Affect & Emotion – Evaluate UI learnability,This mental health study uses a eye-tracking study with general adults. It aims to evaluate UI learnability. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.3,0,True,2026-05-11T21:45:07,2026-06-16T23:18:04
bb9aef48-e0f5-4b7f-9d8a-6826ce42563f,Affect & Emotion via A/B Usability Test,This usability testing study uses a EEG session with STEM majors. It aims to assess the impact of sleep duration on recall. Approx. 45 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,21,65,2.5,21,True,2026-07-19T17:05:58,2026-11-15T06:20:10
3a2d5abb-6b69-47d8-a6fa-a2c279c0d48a,Neuroscience via Mobile App Diary,This learning & education study uses a eye-tracking study with bilingual speakers. It aims to assess the impact of sleep duration on recall. Approx. 60 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,60,3.0,30,False,2026-08-04T01:33:01,2026-11-08T00:59:51
5356cca5-7526-4b5e-a095-52dc9fa8f40b,Decision Making via Eye-Tracking Study,This motivation & goals study uses a lab-based task with heavy social media users. It aims to analyze eye movements during reading. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,45,2.0,14,True,2026-01-20T17:27:37,2026-07-08T07:27:06
1084b887-a784-4e1d-97dd-4ea8b643f2fc,Human Factors: Analyze eye movements during reading,This learning & education study uses a A/B usability test with first-year students. It aims to evaluate UI learnability. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.5,7,True,2026-05-24T19:48:50,2026-09-21T04:45:34
59e42ed4-39f2-4281-8aee-4f023bd27eff,Exercise Science: Model social conformity behavior,This nutrition & performance study uses a lab-based task with graduate students. It aims to measure short-term memory accuracy. Approx. 90 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.0,14,False,2026-06-25T01:18:07,2026-08-15T06:47:06
80373705-6cc1-4c7a-bf66-fc50b6be08a5,Quantify decision speed under time pressure (Learning & Education),This neuroscience study uses a interview session with early risers. It aims to model social conformity behavior. Approx. 75 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,60,2.3,30,True,2026-01-17T01:48:01,2026-02-27T16:55:00
68c21565-dcbe-4624-aebe-82aca82cf1b6,Nutrition & Performance – Understand bilingual lexical access,This social behavior study uses a reaction-time task with heavy social media users. It aims to analyze eye movements during reading. Approx. 75 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,55,3.2,7,False,2025-12-05T09:29:45,2025-12-15T14:25:58
71422672-6fca-492a-9d32-36748d931fe2,Usability Testing – Compare different feedback strategies on learning,This social behavior study uses a online survey with first-year students. It aims to model social conformity behavior. Approx. 45 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,65,3.0,21,False,2026-12-05T05:36:03,2027-03-03T17:58:18
c21a1685-de07-4463-96f4-67082aaa9920,Sleep & Memory via Mobile App Diary,This exercise science study uses a interview session with habitual nappers. It aims to compare different feedback strategies on learning. Approx. 30 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,55,3.2,14,True,2025-11-24T12:35:14,2026-02-23T10:32:05
9c143b77-5d06-4a38-b1e1-156f4c34e641,Motivation & Goals – Understand bilingual lexical access,This social behavior study uses a mobile app diary with habitual nappers. It aims to test usability of a new mobile interface. Approx. 35 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.3,7,True,2026-03-25T11:37:40,2026-09-20T22:47:31
f9b248b2-352b-455e-a526-87f1dd1330d2,Compare different feedback strategies on learning (Language Processing),This human-computer interaction study uses a VR interaction task with STEM majors. It aims to quantify decision speed under time pressure. Approx. 35 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,55,3.0,30,True,2026-12-10T13:39:34,2026-12-15T00:40:50
4403f489-bae8-47d8-84fe-9c450afcce49,Usability Testing – Analyze eye movements during reading,This usability testing study uses a online survey with STEM majors. It aims to compare different feedback strategies on learning. Approx. 35 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.3,14,True,2026-06-16T22:21:52,2026-08-22T18:28:33
c67b439c-8d77-4f90-b04d-4d58300f5be0,Study effects of nutrition on reaction time (Learning & Education),This sleep & memory study uses a behavioral game with STEM majors. It aims to model social conformity behavior. Approx. 90 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,18,45,3.0,0,True,2026-02-05T13:31:04,2026-05-11T15:52:58
f34048da-4d4a-4ce3-bbba-624129ffe750,Exercise Science: Assess the impact of sleep duration on recall,This sleep & memory study uses a online survey with undergraduates. It aims to model social conformity behavior. Approx. 90 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,18,55,2.5,21,True,2026-06-05T00:26:05,2026-11-22T04:17:16
2979440a-98d0-454d-8e58-0b2bbf4e827c,Nutrition & Performance via Online Survey,This sleep & memory study uses a EEG session with graduate students. It aims to quantify decision speed under time pressure. Approx. 20 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,55,2.0,0,True,2027-01-19T19:15:55,2027-06-04T02:16:44
ad6b51f5-519b-40f0-a672-38a396405b0b,Motivation & Goals via Eye-Tracking Study,This motivation & goals study uses a VR interaction task with STEM majors. It aims to measure short-term memory accuracy. Approx. 45 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,45,2.0,7,True,2026-11-15T23:34:59,2027-04-12T06:28:36
cab5fb75-a1a8-4f78-873b-36cc883ac7e9,Nutrition & Performance via Lab-Based Task,This neuroscience study uses a eye-tracking study with general adults. It aims to understand bilingual lexical access. Approx. 35 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,60,2.0,14,False,2026-03-27T00:17:27,2026-08-09T00:32:42
e7122097-f0d0-4fbc-b2e3-b006d498ed31,Language Processing: Evaluate UI learnability,This human-computer interaction study uses a lab-based task with early risers. It aims to measure short-term memory accuracy. Approx. 60 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,21,45,2.7,21,True,2027-02-26T21:36:44,2027-03-21T09:12:17
5e9afb4d-b237-4678-aeb4-8ab3c5242711,Quantify decision speed under time pressure (Mental Health),This neuroscience study uses a behavioral game with competitive athletes. It aims to analyze eye movements during reading. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,60,2.7,14,True,2026-02-15T19:10:13,2026-04-15T16:33:02
34bec417-2930-4a26-95fb-1e09896f0e5b,Social Behavior – Model social conformity behavior,This affect & emotion study uses a behavioral game with competitive athletes. It aims to analyze eye movements during reading. Approx. 90 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,21,65,2.0,21,True,2025-10-10T00:20:12,2025-11-14T11:52:05
59df702f-52c5-427c-84d4-37595a03e521,Compare different feedback strategies on learning (Usability Testing),This cognitive psychology study uses a A/B usability test with STEM majors. It aims to evaluate UI learnability. Approx. 60 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.0,21,True,2026-04-19T09:45:25,2026-07-14T16:57:25
0a5c516f-c4fe-4c74-98ce-8eadc5840629,Cognitive Psychology via Behavioral Game,This decision making study uses a reaction-time task with habitual nappers. It aims to assess the impact of sleep duration on recall. Approx. 45 minutes. Compensation: $15 gift card. Participation is voluntary; you may withdraw at any time.,21,65,2.3,7,True,2027-02-20T03:12:37,2027-03-07T16:04:33
7b920237-762a-49a5-b5d6-d50efb0a2a2a,Nutrition & Performance – Model social conformity behavior,This decision making study uses a EEG session with bilingual speakers. It aims to analyze eye movements during reading. Approx. 90 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.5,14,True,2026-06-10T23:35:53,2026-11-19T10:54:25
69fdb1a5-c389-4e8c-9566-79dc3372c32f,Human Factors via Interview Session,This decision making study uses a mobile app diary with competitive athletes. It aims to evaluate UI learnability. Approx. 35 minutes. Compensation: snacks + course credit. Participation is voluntary; you may withdraw at any time.,21,45,2.0,14,True,2026-03-02T16:32:33,2026-05-25T01:02:30
6f61e495-22ff-42a1-86e8-ea80e879e741,Study effects of nutrition on reaction time (Neuroscience),This neuroscience study uses a eye-tracking study with general adults. It aims to understand bilingual lexical access. Approx. 30 minutes. Compensation: $20 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.5,21,False,2026-05-22T11:19:07,2026-09-29T14:47:55
577d88ba-03c3-467e-b511-4cd02e934c40,Understand bilingual lexical access (Usability Testing),This sleep & memory study uses a reaction-time task with early risers. It aims to understand bilingual lexical access. Approx. 75 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,45,2.3,7,False,2026-04-23T12:56:03,2026-05-30T02:10:44
5d56a6aa-731d-4240-a269-d5df7f1ed12c,Human-Computer Interaction via Behavioral Game,This cognitive psychology study uses a mobile app diary with competitive athletes. It aims to analyze eye movements during reading. Approx. 60 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,60,3.2,21,False,2027-01-03T17:44:56,2027-05-21T01:01:58
6a3a32c4-1a26-4fd2-9e2d-4bae7994799d,Learning & Education: Understand bilingual lexical access,This decision making study uses a online survey with bilingual speakers. It aims to test usability of a new mobile interface. Approx. 35 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,65,2.3,0,True,2026-02-26T15:18:36,2026-04-04T02:05:26
cf5ce044-7bfe-4e5a-856b-cec1a421f2d3,Cognitive Psychology: Compare different feedback strategies on learning,This mental health study uses a behavioral game with general adults. It aims to compare different feedback strategies on learning. Approx. 60 minutes. Compensation: course credit. Participation is voluntary; you may withdraw at any time.,18,65,2.7,0,False,2026-09-10T03:23:52,2026-11-19T10:35:55
0da74027-2271-47c1-90c8-79b24431b024,Affect & Emotion via Vr Interaction Task,This neuroscience study uses a online survey with graduate students. It aims to model social conformity behavior. Approx. 60 minutes. Compensation: $10 gift card. Participation is voluntary; you may withdraw at any time.,21,60,2.0,21,True,2027-01-22T11:21:56,2027-05-14T10:53:51
5a4e6e40-f96f-4c57-a030-7194e95009a6,Evaluate UI learnability (Neuroscience),This human-computer interaction study uses a VR interaction task with competitive athletes. It aims to understand bilingual lexical access. Approx. 20 minutes. Compensation: $25 gift card. Participation is voluntary; you may withdraw at any time.,18,55,2.5,0,True,2025-12-09T10:08:17,2026-04-21T16:05:11
